ID,Fecha,Fecha Envío,Fecha Entrega,Cliente,SKU,Cantidad,Precio Unitario USD,Subtotal USD,Descuento %,Impuesto USD,Total USD,Método de Pago,Canal de Venta,Almacén Origen,Transporte,Número Tracking,Estado,Observaciones
VENT-0258,2025-08-03,2025-08-05,2025-08-06,CLI-045,SKU-0195,49.0,294.9,14450.1,7.5,2312.02,15678.36,Tarjeta de crédito,Presencial,ALM-07,TR-003,TRK1142840593,Cancelada,OK
VENT-0259,2025-03-14,2025-03-14,2025-03-16,CLI-073,SKU-0148,1.0,615.3,615.3,8.0,98.45,664.53,PayPal,E-commerce,ALM-08,TR-016,TRK2128579689,Completada,OK
VENT-0260,2024-08-11,2024-08-12,2024-08-21,CLI-065,SKU-0069,45.0,644.17,28987.65,14.3,4638.02,29480.44,Mercado Pago,Presencial,ALM-05,TR-019,TRK9532169229,Completada,
VENT-0261,2024-06-09,2024-06-11,2024-06-15,CLI-001,SKU-0101,32.0,466.78,14936.96,15.2,2389.91,15056.45,Tarjeta de crédito,Teléfono,ALM-03,TR-021,TRK1047477405,Devuelta,
VENT-0262,2024-10-19,2024-10-19,2024-10-27,CLI-049,SKU-0081,17.0,204.01,3468.17,7.8,554.91,3752.56,PayPal,Presencial,ALM-03,TR-019,TRK9852564571,Completada,
VENT-0263,2024-01-16,2024-01-16,2024-01-26,CLI-029,SKU-0057,20.0,364.82,7296.4,1.9,1167.42,8325.19,Tarjeta de crédito,App Móvil,ALM-07,TR-022,TRK5494231664,Completada,
VENT-0264,2024-09-16,2024-09-17,2024-09-17,CLI-082,SKU-0196,35.0,544.63,19062.05,8.3,3049.93,20529.83,Transferencia,Web,ALM-02,TR-013,TRK6981094465,Completada,
VENT-0265,2025-04-12,2025-04-14,2025-04-25,CLI-079,SKU-0002,19.0,817.11,15525.09,6.7,2484.01,16968.92,PayPal,Marketplace,ALM-09,TR-015,TRK1799156163,Completada,Urgente
VENT-0266,2024-09-03,2024-09-06,2024-09-14,CLI-040,SKU-0043,26.0,137.14,3565.64,19.1,570.5,3455.1,Mercado Pago,Teléfono,ALM-01,TR-023,TRK5902556142,En proceso,Requiere seguimiento
VENT-0267,2024-01-26,2024-01-27,2024-01-27,CLI-067,SKU-0048,5.0,304.67,1523.35,19.7,243.74,1466.99,Cheque,Web,ALM-02,TR-012,TRK4615734224,Completada,
VENT-0268,2025-10-24,2025-10-25,2025-10-26,CLI-024,SKU-0049,28.0,660.34,18489.52,3.4,2958.32,20819.2,Efectivo,Marketplace,ALM-02,TR-017,TRK9608299530,En proceso,
VENT-0269,2025-07-02,2025-07-04,2025-07-08,CLI-056,SKU-0028,50.0,189.65,9482.5,8.7,1517.2,10174.72,PayPal,Marketplace,ALM-02,TR-024,TRK8514580698,Devuelta,
VENT-0270,2025-12-26,2025-12-26,2026-01-08,CLI-091,SKU-0177,7.0,405.38,2837.66,10.3,454.03,2999.41,Mercado Pago,Presencial,ALM-04,TR-016,TRK1927486277,Cancelada,
VENT-0271,2024-10-09,2024-10-11,2024-10-24,CLI-066,SKU-0149,31.0,819.37,25400.47,16.1,4064.08,25375.07,Efectivo,Web,ALM-02,TR-017,TRK1593144041,Devuelta,
VENT-0272,2025-07-03,2025-07-04,2025-07-14,CLI-001,SKU-0014,12.0,540.96,6491.52,12.3,1038.64,6731.7,Mercado Pago,Teléfono,ALM-03,TR-022,TRK5060953322,Completada,Cliente satisfecho
VENT-0273,2024-08-04,2024-08-05,2024-08-19,CLI-012,SKU-0072,18.0,489.82,8816.76,5.6,1410.68,9733.7,Stripe,Marketplace,ALM-02,TR-003,TRK9633777114,Completada,
VENT-0274,2026-01-01,2026-01-02,2026-01-05,CLI-017,SKU-0010,41.0,266.29,10917.89,1.0,1746.86,12555.57,Mercado Pago,Teléfono,ALM-03,TR-023,TRK7180057171,En proceso,
VENT-0275,2026-03-06,2026-03-07,2026-03-15,CLI-090,SKU-0027,16.0,398.34,6373.44,3.9,1019.75,7144.63,Tarjeta de crédito,E-commerce,ALM-06,TR-002,TRK7043697596,Cancelada,
VENT-0276,2024-08-24,2024-08-27,2024-09-01,CLI-001,SKU-0175,4.0,375.55,1502.2,15.9,240.35,1503.7,Cheque,Presencial,ALM-07,TR-019,TRK3307553106,Completada,
VENT-0277,2025-03-01,2025-03-01,2025-03-09,CLI-088,SKU-0006,42.0,229.52,9639.84,12.0,1542.37,10025.43,Efectivo,E-commerce,ALM-10,TR-002,TRK3280137701,Completada,
VENT-0278,2025-09-26,2025-09-29,2025-10-03,CLI-034,SKU-0064,48.0,532.97,25582.56,5.5,4093.21,28268.73,Transferencia,Teléfono,ALM-10,TR-003,TRK5803987245,Devuelta,
VENT-0279,2025-03-03,2025-03-06,2025-03-11,CLI-065,SKU-0015,24.0,424.69,10192.56,17.7,1630.81,10019.29,Mercado Pago,Web,ALM-07,TR-008,TRK8303274954,Completada,
VENT-0280,2025-08-18,2025-08-20,2025-08-31,CLI-074,SKU-0132,26.0,389.64,10130.64,1.2,1620.9,11629.97,Mercado Pago,Presencial,ALM-05,TR-021,TRK5450349517,Cancelada,Urgente
VENT-0281,2024-08-18,2024-08-21,2024-08-24,CLI-026,SKU-0176,20.0,583.73,11674.6,3.8,1867.94,13098.91,Tarjeta de crédito,Presencial,ALM-10,TR-013,TRK6013407217,Completada,
VENT-0282,2024-03-31,2024-04-02,2024-04-03,CLI-022,SKU-0099,9.0,447.07,4023.63,16.7,643.78,3995.46,Efectivo,Teléfono,ALM-07,TR-022,TRK8281800690,Pendiente,
VENT-0283,2024-02-10,2024-02-13,2024-02-20,CLI-013,SKU-0174,33.0,780.12,25743.96,12.7,4119.03,26593.51,Stripe,Marketplace,ALM-02,TR-024,TRK2750473645,Completada,Cliente satisfecho
VENT-0284,2024-09-26,2024-09-27,2024-09-30,CLI-092,SKU-0022,43.0,580.63,24967.09,13.7,3994.73,25541.33,PayPal,Presencial,ALM-04,TR-005,TRK5114561216,En proceso,
VENT-0285,2024-07-26,2024-07-26,2024-08-08,CLI-047,SKU-0137,16.0,279.93,4478.88,5.2,716.62,4962.6,Stripe,Teléfono,ALM-02,TR-003,TRK7440338880,Completada,Requiere seguimiento
VENT-0286,2025-02-03,2025-02-05,2025-02-11,CLI-093,SKU-0069,24.0,790.85,18980.4,15.6,3036.86,19056.32,Efectivo,E-commerce,ALM-07,TR-019,TRK9548550011,En proceso,
VENT-0287,2024-10-04,2024-10-07,2024-10-11,CLI-047,SKU-0062,28.0,396.58,11104.24,9.4,1776.68,11837.12,Stripe,Marketplace,ALM-09,TR-013,TRK5568050505,Completada,Cliente satisfecho
VENT-0288,2025-07-02,2025-07-02,2025-07-12,CLI-017,SKU-0021,12.0,374.61,4495.32,7.4,719.25,4881.92,Efectivo,Marketplace,ALM-05,TR-017,TRK2467549493,Cancelada,
VENT-0289,2025-04-02,2025-04-03,2025-04-04,CLI-042,SKU-0096,37.0,405.03,14986.11,6.0,2397.78,16484.72,Mercado Pago,Teléfono,ALM-01,TR-015,TRK2186200767,Completada,Requiere seguimiento
VENT-0290,2025-01-29,2025-01-29,2025-02-13,CLI-100,SKU-0184,38.0,889.84,33813.92,5.3,5410.23,37432.01,Mercado Pago,Presencial,ALM-01,TR-022,TRK9390892676,Completada,
VENT-0291,2024-11-12,2024-11-13,2024-11-24,CLI-021,SKU-0107,8.0,340.8,2726.4,6.3,436.22,2990.86,Mercado Pago,Web,ALM-08,TR-019,TRK2772315019,Devuelta,
VENT-0292,2026-01-18,2026-01-18,2026-01-26,CLI-014,SKU-0175,2.0,123.99,247.98,12.9,39.68,255.67,PayPal,Presencial,ALM-03,TR-005,TRK5002571041,Completada,Requiere seguimiento
VENT-0293,2024-10-14,2024-10-16,2024-10-17,CLI-094,SKU-0141,29.0,173.9,5043.1,18.7,806.9,4906.94,Transferencia,Presencial,ALM-05,TR-024,TRK4849412401,Cancelada,OK
VENT-0294,2024-02-19,2024-02-19,2024-02-27,CLI-034,SKU-0069,44.0,620.39,27297.16,13.6,4367.55,27952.3,Transferencia,App Móvil,ALM-03,TR-021,TRK3906427807,Cancelada,Requiere seguimiento
VENT-0295,2024-05-15,2024-05-18,2024-05-22,CLI-095,SKU-0038,15.0,823.95,12359.25,9.3,1977.48,13187.32,Stripe,Presencial,ALM-07,TR-007,TRK6132396577,Completada,
VENT-0296,2025-10-06,2025-10-08,2025-10-20,CLI-036,SKU-0016,42.0,761.93,32001.06,18.5,5120.17,31201.03,Transferencia,E-commerce,ALM-09,TR-003,TRK9315275246,En proceso,
VENT-0297,2026-01-16,2026-01-17,2026-01-18,CLI-005,SKU-0007,10.0,487.08,4870.8,13.6,779.33,4987.7,Efectivo,Teléfono,ALM-06,TR-015,TRK5060303335,Completada,Urgente
VENT-0298,2024-05-06,2024-05-07,2024-05-19,CLI-004,SKU-0155,20.0,281.37,5627.4,11.5,900.38,5880.63,Cheque,Marketplace,ALM-02,TR-016,TRK5266855038,Completada,
VENT-0299,2024-06-06,2024-06-09,2024-06-09,CLI-016,SKU-0051,25.0,597.95,14948.75,7.0,2391.8,16294.14,Stripe,Web,ALM-10,TR-021,TRK8971223923,Completada,Requiere seguimiento
VENT-0300,2025-11-06,2025-11-07,2025-11-21,CLI-017,SKU-0185,24.0,873.09,20954.16,7.0,3352.67,22840.04,Transferencia,Teléfono,ALM-03,TR-005,TRK2901356014,Completada,
VENT-0301,2026-03-11,2026-03-12,2026-03-24,CLI-001,SKU-0074,24.0,782.29,18774.96,13.8,3003.99,19188.01,Efectivo,Teléfono,ALM-03,TR-008,TRK7112712758,Completada,Requiere seguimiento
VENT-0302,2025-04-15,2025-04-15,2025-04-24,CLI-005,SKU-0121,26.0,173.31,4506.06,1.0,720.97,5181.97,Transferencia,E-commerce,ALM-10,TR-016,TRK4665927028,Cancelada,
VENT-0303,2024-12-28,2024-12-29,2025-01-12,CLI-013,SKU-0004,32.0,199.75,6392.0,7.9,1022.72,6909.75,PayPal,App Móvil,ALM-09,TR-021,TRK5131366463,Completada,OK
VENT-0304,2025-06-30,2025-07-02,2025-07-13,CLI-086,SKU-0162,28.0,838.43,23476.04,15.2,3756.17,23663.85,Cheque,E-commerce,ALM-04,TR-011,TRK2128097218,Completada,
VENT-0305,2025-12-30,2025-12-30,2026-01-10,CLI-028,SKU-0177,10.0,213.31,2133.1,3.2,341.3,2406.14,Tarjeta de crédito,Marketplace,ALM-05,TR-009,TRK5282676313,En proceso,
VENT-0306,2026-01-21,2026-01-23,2026-01-28,CLI-092,SKU-0171,44.0,605.07,26623.08,3.7,4259.69,29897.72,Tarjeta de crédito,E-commerce,ALM-03,TR-020,TRK2449696804,En proceso,
VENT-0307,2024-09-07,2024-09-07,2024-09-21,CLI-050,SKU-0063,41.0,732.28,30023.48,9.6,4803.76,31944.99,Stripe,Web,ALM-09,TR-002,TRK6461291541,Devuelta,Cliente satisfecho
VENT-0308,2025-07-26,2025-07-28,2025-08-08,CLI-014,SKU-0061,1.0,488.45,488.45,6.3,78.15,535.83,Tarjeta de crédito,App Móvil,ALM-09,TR-011,TRK1637790413,Completada,
VENT-0309,2024-10-20,2024-10-23,2024-10-24,CLI-100,SKU-0099,12.0,421.03,5052.36,1.1,808.38,5805.16,PayPal,App Móvil,ALM-08,TR-022,TRK6864241036,Completada,Requiere seguimiento
VENT-0310,2025-08-05,2025-08-05,2025-08-18,CLI-094,SKU-0071,31.0,136.03,4216.93,6.4,674.71,4621.76,Transferencia,App Móvil,ALM-02,TR-012,TRK5666387271,Pendiente,
VENT-0311,2025-03-14,2025-03-16,2025-03-15,CLI-010,SKU-0145,50.0,834.65,41732.5,6.8,6677.2,45571.89,PayPal,App Móvil,ALM-02,TR-019,TRK8391194300,Completada,Requiere seguimiento
VENT-0312,2025-05-03,2025-05-03,2025-05-16,CLI-058,SKU-0141,32.0,386.2,12358.4,3.7,1977.34,13878.48,Transferencia,Web,ALM-05,TR-006,TRK1064033376,Devuelta,
VENT-0313,2024-07-25,2024-07-26,2024-08-07,CLI-018,SKU-0187,43.0,171.84,7389.12,6.1,1182.26,8120.64,Stripe,E-commerce,ALM-10,TR-013,TRK7244466778,Completada,OK
VENT-0314,2024-08-24,2024-08-24,2024-09-06,CLI-028,SKU-0019,11.0,441.09,4851.99,17.9,776.32,4759.8,PayPal,Teléfono,ALM-03,TR-015,TRK8095433356,Completada,OK
VENT-0315,2025-05-01,2025-05-04,2025-05-07,CLI-044,SKU-0179,37.0,871.07,32229.59,10.7,5156.73,33937.75,Transferencia,App Móvil,ALM-04,TR-021,TRK2326145831,Completada,
VENT-0316,2025-06-08,2025-06-10,2025-06-11,CLI-081,SKU-0198,25.0,363.05,9076.25,3.8,1452.2,10183.55,Transferencia,Web,ALM-03,TR-002,TRK1680922149,Completada,Requiere seguimiento
VENT-0317,2024-10-16,2024-10-19,2024-10-29,CLI-004,SKU-0199,23.0,489.03,11247.69,7.6,1799.63,12192.5,Efectivo,E-commerce,ALM-01,TR-023,TRK1214497825,Completada,Urgente
VENT-0318,2026-02-19,2026-02-22,2026-02-27,CLI-072,SKU-0119,26.0,344.94,8968.44,10.9,1434.95,9425.83,Cheque,Presencial,ALM-10,TR-015,TRK7842251654,Pendiente,
VENT-0319,2024-02-04,2024-02-06,2024-02-18,CLI-054,SKU-0052,25.0,812.42,20310.5,8.5,3249.68,21833.79,Efectivo,Web,ALM-01,TR-014,TRK6344072848,En proceso,
VENT-0320,2024-10-05,2024-10-08,2024-10-15,CLI-061,SKU-0051,3.0,571.09,1713.27,7.7,274.12,1855.47,Transferencia,E-commerce,ALM-08,TR-003,TRK8087013251,Completada,Urgente
VENT-0321,2025-04-22,2025-04-22,2025-04-25,CLI-029,SKU-0083,14.0,139.64,1954.96,7.4,312.79,2123.08,Efectivo,Presencial,ALM-02,TR-006,TRK3272107283,Devuelta,Urgente
VENT-0322,2024-11-17,2024-11-19,2024-12-02,CLI-087,SKU-0053,28.0,339.77,9513.56,19.7,1522.17,9161.56,PayPal,Marketplace,ALM-09,TR-019,TRK8573962964,Cancelada,Requiere seguimiento
VENT-0323,2024-12-04,2024-12-06,2024-12-18,CLI-037,SKU-0106,43.0,447.7,19251.1,6.0,3080.18,21176.21,Efectivo,App Móvil,ALM-04,TR-010,TRK8340256657,Completada,Cliente satisfecho
VENT-0324,2024-09-07,2024-09-08,2024-09-21,CLI-079,SKU-0032,26.0,555.51,14443.26,12.1,2310.92,15006.55,Stripe,Presencial,ALM-05,TR-019,TRK7231526825,Completada,Cliente satisfecho
VENT-0325,2025-11-04,2025-11-05,2025-11-07,CLI-053,SKU-0068,2.0,520.66,1041.32,13.5,166.61,1067.35,Transferencia,Web,ALM-10,TR-011,TRK7444616725,Completada,OK
VENT-0326,2026-02-28,2026-03-02,2026-03-02,CLI-093,SKU-0056,37.0,635.21,23502.77,10.7,3760.44,24748.41,Transferencia,Teléfono,ALM-02,TR-001,TRK2913592893,Completada,
VENT-0327,2025-06-15,2025-06-17,2025-06-19,CLI-015,SKU-0123,49.0,134.68,6599.32,6.5,1055.89,7226.25,Efectivo,App Móvil,ALM-07,TR-012,TRK6740988827,Completada,
VENT-0328,2025-03-19,2025-03-21,2025-03-26,CLI-005,SKU-0063,1.0,134.33,134.33,5.6,21.49,148.3,Tarjeta de crédito,Teléfono,ALM-10,TR-008,TRK3433414813,Completada,
VENT-0329,2026-01-21,2026-01-24,2026-01-27,CLI-095,SKU-0092,7.0,209.09,1463.63,2.3,234.18,1664.15,Mercado Pago,E-commerce,ALM-06,TR-017,TRK2681936367,En proceso,Requiere seguimiento
VENT-0330,2025-03-16,2025-03-16,2025-03-31,CLI-081,SKU-0174,31.0,871.07,27003.17,11.1,4320.51,28326.33,PayPal,Marketplace,ALM-04,TR-003,TRK2281380475,Pendiente,Requiere seguimiento
VENT-0331,2025-07-09,2025-07-11,2025-07-10,CLI-051,SKU-0100,15.0,167.71,2515.65,4.5,402.5,2804.95,Transferencia,Presencial,ALM-03,TR-007,TRK8854694485,Completada,
VENT-0332,2024-09-28,2024-10-01,2024-10-02,CLI-005,SKU-0064,13.0,348.02,4524.26,5.9,723.88,4981.21,Stripe,Web,ALM-01,TR-010,TRK7783667060,Cancelada,
VENT-0333,2024-05-24,2024-05-26,2024-05-31,CLI-005,SKU-0142,42.0,351.03,14743.26,14.2,2358.92,15008.64,Mercado Pago,Marketplace,ALM-01,TR-005,TRK3808129503,Devuelta,OK
VENT-0334,2024-11-05,2024-11-06,2024-11-19,CLI-037,SKU-0017,30.0,310.8,9324.0,19.9,1491.84,8960.36,Efectivo,Web,ALM-03,TR-008,TRK1201570006,Completada,Cliente satisfecho
VENT-0335,2026-01-17,2026-01-18,2026-01-21,CLI-055,SKU-0101,22.0,244.94,5388.68,15.0,862.19,5442.57,Transferencia,Teléfono,ALM-09,TR-005,TRK2004047906,Completada,
VENT-0336,2024-07-28,2024-07-28,2024-08-01,CLI-018,SKU-0085,26.0,558.89,14531.14,2.2,2324.98,16536.43,Tarjeta de crédito,Teléfono,ALM-04,TR-009,TRK7048565831,Devuelta,
VENT-0337,2025-04-12,2025-04-14,2025-04-27,CLI-094,SKU-0178,8.0,636.26,5090.08,8.6,814.41,5466.74,Mercado Pago,Web,ALM-08,TR-014,TRK7914730523,En proceso,
VENT-0338,2024-02-27,2024-02-27,2024-03-13,CLI-096,SKU-0015,12.0,322.4,3868.8,7.4,619.01,4201.52,Transferencia,Teléfono,ALM-10,TR-018,TRK8600298860,Devuelta,
VENT-0339,2024-05-14,2024-05-14,2024-05-17,CLI-031,SKU-0008,14.0,316.68,4433.52,18.4,709.36,4327.11,PayPal,Presencial,ALM-08,TR-003,TRK1070375283,Devuelta,
VENT-0340,2024-02-29,2024-03-03,2024-03-14,CLI-021,SKU-0170,9.0,334.14,3007.26,17.6,481.16,2959.14,Stripe,E-commerce,ALM-05,TR-022,TRK9234930973,Devuelta,Requiere seguimiento
VENT-0341,2024-07-06,2024-07-08,2024-07-07,CLI-034,SKU-0106,7.0,597.84,4184.88,16.6,669.58,4159.77,Cheque,Presencial,ALM-09,TR-008,TRK9248476928,Completada,OK
VENT-0342,2024-07-03,2024-07-04,2024-07-09,CLI-081,SKU-0038,22.0,504.63,11101.86,18.6,1776.3,10813.21,PayPal,Web,ALM-10,TR-023,TRK6769180930,Cancelada,Cliente satisfecho
VENT-0343,2024-09-10,2024-09-13,2024-09-14,CLI-092,SKU-0066,33.0,679.77,22432.41,2.9,3589.19,25371.06,Stripe,Teléfono,ALM-08,TR-019,TRK1800181889,Completada,
VENT-0344,2024-02-12,2024-02-13,2024-02-24,CLI-012,SKU-0013,8.0,524.73,4197.84,19.3,671.65,4059.31,Efectivo,App Móvil,ALM-09,TR-014,TRK9804668445,Completada,OK
VENT-0345,2024-08-18,2024-08-19,2024-08-24,CLI-007,SKU-0125,19.0,654.87,12442.53,16.0,1990.8,12442.53,Tarjeta de crédito,Marketplace,ALM-10,TR-020,TRK2524540068,En proceso,
VENT-0346,2025-02-01,2025-02-03,2025-02-05,CLI-064,SKU-0027,12.0,240.4,2884.8,18.1,461.57,2824.22,Transferencia,Marketplace,ALM-08,TR-006,TRK1702440934,En proceso,Cliente satisfecho
VENT-0347,2024-11-24,2024-11-26,2024-12-04,CLI-020,SKU-0037,8.0,400.54,3204.32,7.5,512.69,3476.69,Stripe,E-commerce,ALM-04,TR-007,TRK9596410216,Completada,
VENT-0348,2024-01-19,2024-01-21,2024-01-28,CLI-038,SKU-0076,20.0,454.25,9085.0,18.1,1453.6,8894.22,Mercado Pago,Marketplace,ALM-08,TR-017,TRK9256853995,Completada,Cliente satisfecho
VENT-0349,2025-11-30,2025-12-03,2025-12-13,CLI-060,SKU-0006,11.0,108.26,1190.86,7.5,190.54,1292.09,PayPal,App Móvil,ALM-06,TR-003,TRK9052874560,Completada,OK
VENT-0350,2025-03-13,2025-03-14,2025-03-16,CLI-064,SKU-0066,40.0,661.59,26463.6,3.6,4234.18,29745.09,PayPal,App Móvil,ALM-06,TR-014,TRK6296431102,Completada,OK
VENT-0351,2025-01-02,2025-01-03,2025-01-03,CLI-064,SKU-0122,21.0,735.83,15452.43,3.2,2472.39,17430.34,Cheque,Web,ALM-07,TR-012,TRK3331037452,Completada,
VENT-0352,2024-06-03,2024-06-05,2024-06-05,CLI-004,SKU-0168,24.0,558.16,13395.84,18.5,2143.33,13060.94,Tarjeta de crédito,Presencial,ALM-07,TR-007,TRK1180566940,En proceso,Requiere seguimiento
VENT-0353,2024-09-07,2024-09-10,2024-09-18,CLI-097,SKU-0171,45.0,565.25,25436.25,4.7,4069.8,28310.55,Stripe,Teléfono,ALM-07,TR-006,TRK8399025486,Completada,
VENT-0354,2025-06-10,2025-06-10,2025-06-21,CLI-056,SKU-0097,5.0,368.18,1840.9,5.2,294.54,2039.71,Stripe,Marketplace,ALM-06,TR-004,TRK1835507548,Completada,
VENT-0355,2025-08-10,2025-08-11,2025-08-22,CLI-084,SKU-0138,49.0,781.07,38272.43,0.9,6123.59,44051.57,Mercado Pago,Teléfono,ALM-02,TR-021,TRK1359522952,Completada,
VENT-0356,2024-04-25,2024-04-27,2024-05-04,CLI-023,SKU-0020,24.0,699.35,16784.4,10.2,2685.5,17757.89,Transferencia,E-commerce,ALM-09,TR-014,TRK7596148343,Cancelada,Cliente satisfecho
VENT-0357,2024-09-25,2024-09-25,2024-10-02,CLI-002,SKU-0027,49.0,566.28,27747.72,10.6,4439.64,29246.1,Efectivo,Presencial,ALM-03,TR-022,TRK1004123145,Cancelada,
VENT-0358,2024-09-07,2024-09-09,2024-09-16,CLI-073,SKU-0129,32.0,453.8,14521.6,10.5,2323.46,15320.29,Efectivo,App Móvil,ALM-07,TR-021,TRK7020369944,Cancelada,Cliente satisfecho
VENT-0359,2024-08-10,2024-08-12,2024-08-21,CLI-100,SKU-0191,8.0,576.63,4613.04,14.5,738.09,4682.24,Transferencia,Web,ALM-10,TR-005,TRK1622042576,Completada,
VENT-0360,2024-06-16,2024-06-18,2024-06-25,CLI-024,SKU-0005,20.0,652.14,13042.8,0.9,2086.85,15012.26,Transferencia,Web,ALM-05,TR-024,TRK1480678369,Devuelta,OK
VENT-0361,2025-09-19,2025-09-21,2025-09-29,CLI-020,SKU-0195,27.0,570.5,15403.5,11.9,2464.56,16035.04,Stripe,Marketplace,ALM-02,TR-021,TRK3999214187,Completada,
VENT-0362,2025-12-05,2025-12-06,2025-12-17,CLI-008,SKU-0057,28.0,437.8,12258.4,0.4,1961.34,14170.71,Tarjeta de crédito,Web,ALM-01,TR-012,TRK5021146805,Completada,Requiere seguimiento
VENT-0363,2024-11-25,2024-11-25,2024-12-01,CLI-025,SKU-0140,26.0,250.84,6521.84,1.9,1043.49,7441.42,Mercado Pago,Teléfono,ALM-05,TR-008,TRK4861796075,Completada,Requiere seguimiento
VENT-0364,2025-09-22,2025-09-23,2025-10-03,CLI-071,SKU-0177,11.0,839.92,9239.12,16.8,1478.26,9165.21,Mercado Pago,Marketplace,ALM-10,TR-002,TRK5551124721,Cancelada,Urgente
VENT-0365,2024-08-20,2024-08-21,2024-09-03,CLI-021,SKU-0118,49.0,448.92,21997.08,4.9,3519.53,24438.75,PayPal,Teléfono,ALM-09,TR-020,TRK9130187688,Completada,
VENT-0366,2024-04-26,2024-04-29,2024-04-29,CLI-062,SKU-0105,48.0,166.64,7998.72,6.7,1279.8,8742.61,Cheque,E-commerce,ALM-02,TR-008,TRK4337067131,Completada,
VENT-0367,2024-08-19,2024-08-20,2024-08-21,CLI-025,SKU-0040,43.0,504.67,21700.81,3.1,3472.13,24500.21,Stripe,Marketplace,ALM-09,TR-024,TRK5169624957,En proceso,
VENT-0368,2025-05-03,2025-05-05,2025-05-15,CLI-060,SKU-0189,39.0,682.66,26623.74,1.3,4259.8,30537.43,Mercado Pago,App Móvil,ALM-01,TR-013,TRK7366337616,Cancelada,
VENT-0369,2025-08-18,2025-08-19,2025-08-19,CLI-084,SKU-0012,28.0,704.41,19723.48,14.5,3155.76,20019.34,Stripe,Marketplace,ALM-09,TR-004,TRK8787714821,Completada,
VENT-0370,2024-04-29,2024-05-02,2024-05-14,CLI-080,SKU-0033,30.0,585.36,17560.8,19.1,2809.73,17016.42,PayPal,App Móvil,ALM-02,TR-012,TRK3762744182,Pendiente,Requiere seguimiento
VENT-0371,2026-01-03,2026-01-04,2026-01-15,CLI-085,SKU-0128,12.0,687.54,8250.48,0.3,1320.08,9545.81,Cheque,E-commerce,ALM-06,TR-023,TRK9031063171,Completada,
VENT-0372,2025-08-02,2025-08-03,2025-08-08,CLI-042,SKU-0115,14.0,346.44,4850.16,10.1,776.03,5136.32,Efectivo,Teléfono,ALM-10,TR-009,TRK8177588181,Completada,OK
VENT-0373,2025-03-31,2025-04-02,2025-04-11,CLI-095,SKU-0077,9.0,563.47,5071.23,12.2,811.4,5263.94,Cheque,Teléfono,ALM-10,TR-014,TRK2307872543,Devuelta,Urgente
VENT-0374,2025-04-13,2025-04-15,2025-04-24,CLI-063,SKU-0006,36.0,103.08,3710.88,15.6,593.74,3725.72,Stripe,E-commerce,ALM-05,TR-018,TRK7747301617,Cancelada,Cliente satisfecho
VENT-0375,2024-11-05,2024-11-05,2024-11-12,CLI-010,SKU-0131,13.0,742.18,9648.34,16.0,1543.73,9648.34,Cheque,Teléfono,ALM-05,TR-015,TRK8000426254,Completada,Urgente
VENT-0376,2025-01-24,2025-01-26,2025-02-06,CLI-094,SKU-0149,35.0,746.74,26135.9,2.1,4181.74,29768.79,PayPal,Marketplace,ALM-01,TR-009,TRK6540575491,Completada,
VENT-0377,2024-11-30,2024-12-01,2024-12-02,CLI-085,SKU-0164,33.0,744.96,24583.68,17.5,3933.39,24214.93,Mercado Pago,Web,ALM-03,TR-013,TRK2970019599,Cancelada,Urgente
VENT-0378,2025-07-11,2025-07-12,2025-07-16,CLI-038,SKU-0142,39.0,821.39,32034.21,0.4,5125.47,37031.54,PayPal,Presencial,ALM-06,TR-017,TRK1951075546,Completada,
VENT-0379,2024-08-30,2024-09-02,2024-09-04,CLI-043,SKU-0124,20.0,633.41,12668.2,10.8,2026.91,13326.94,Mercado Pago,App Móvil,ALM-02,TR-018,TRK6788039585,Completada,
VENT-0380,2024-08-05,2024-08-05,2024-08-16,CLI-020,SKU-0115,24.0,832.16,19971.84,0.9,3195.49,22987.58,Efectivo,App Móvil,ALM-07,TR-025,TRK8210499145,Completada,Requiere seguimiento
VENT-0381,2025-01-31,2025-02-02,2025-02-02,CLI-083,SKU-0053,2.0,828.93,1657.86,19.0,265.26,1608.13,PayPal,Presencial,ALM-10,TR-007,TRK8840325471,Pendiente,Urgente
VENT-0382,2026-01-08,2026-01-08,2026-01-19,CLI-058,SKU-0146,4.0,502.12,2008.48,9.6,321.36,2137.03,Tarjeta de crédito,Marketplace,ALM-08,TR-006,TRK1149977994,Completada,
VENT-0383,2024-10-29,2024-10-31,2024-11-03,CLI-055,SKU-0096,45.0,198.3,8923.5,4.6,1427.76,9940.78,Transferencia,Marketplace,ALM-10,TR-002,TRK6984584496,Pendiente,Requiere seguimiento
VENT-0384,2024-11-04,2024-11-04,2024-11-11,CLI-055,SKU-0144,26.0,754.8,19624.8,7.5,3139.97,21292.91,Transferencia,Teléfono,ALM-02,TR-011,TRK9204079853,Cancelada,OK
VENT-0385,2024-07-04,2024-07-04,2024-07-14,CLI-018,SKU-0081,28.0,714.49,20005.72,3.7,3200.92,22466.43,Tarjeta de crédito,Presencial,ALM-04,TR-007,TRK6561532605,Completada,Cliente satisfecho
VENT-0386,2024-10-22,2024-10-24,2024-10-28,CLI-064,SKU-0079,31.0,820.61,25438.91,6.1,4070.23,27957.37,PayPal,Teléfono,ALM-10,TR-014,TRK2401265666,Completada,
